"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"base6-1","Alakazam","Pokemon","Stage 2","80","Psychic","3","Rare Holo","Confuse Ray: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"base6-2","Articuno","Pokemon","Basic","70","Water","2","Rare Holo","Freeze Dry: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Blizzard: Cost=[], Damage=50, Text=Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. If tails, this attack does 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"base6-3","Charizard","Pokemon","Stage 2","120","Fire","3","Rare Holo","Fire Spin: Cost=[], Damage=100, Text=Discard 2 Energy cards attached to Charizard or this attack does nothing."
"base6-4","Dark Blastoise","Pokemon","Stage 2","70","Water","2","Rare Holo","Hydrocannon: Cost=[], Damage=30+, Text=Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way. | Rocket Tackle: Cost=[], Damage=40, Text=Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)"
"base6-5","Dark Dragonite","Pokemon","Stage 2","70","Colorless","2","Rare Holo","Giant Tail: Cost=[], Damage=70, Text=Flip a coin. If tails, this attack does nothing."
"base6-6","Dark Persian","Pokemon","Stage 1","60","Colorless","","Rare Holo","Fascinate: Cost=[], Damage=, Text=Flip a coin. If heads, choose 1 of your opponent's Benched Pokemon and switch it with the Defending Pokemon. This attack can't be used if your opponent has no Benched Pokemon. | Poison Claws: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned."
"base6-7","Dark Raichu","Pokemon","Stage 1","70","Lightning","1","Rare Holo","Surprise Thunder: Cost=[], Damage=30, Text=Flip a coin. If heads, flip another coin. If the second coins is heads, this attack does 20 damage to each of your opponent's Benched Pokemon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"base6-8","Dark Slowbro","Pokemon","Stage 1","60","Psychic","2","Rare Holo","Fickle Attack: Cost=[], Damage=40, Text=Flip a coin. If tails, this attack does nothing."
"base6-9","Dark Vaporeon","Pokemon","Stage 1","60","Water","1","Rare Holo","Bite: Cost=[], Damage=30, Text= | Whirlpool: Cost=[], Damage=20, Text=If the Defending Pokemon has any Energy cards attached to it, choose 1 of them and discard it."
"base6-10","Flareon","Pokemon","Stage 1","70","Fire","1","Rare Holo","Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | Flamethrower: Cost=[], Damage=60, Text=Discard 1 Fire Energy card attached to Flareon or this attack does nothing."
