"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"ex5-1","Banette","Pokemon","Stage 1","70","Psychic","1","Rare Holo","Shadow Steal: Cost=[], Damage=10+, Text=Does 10 damage plus 20 more damage for each Special Energy card in your opponent's discard pile. | Darkness Chant: Cost=[], Damage=, Text=Count the number of Basic Pokemon or Evolution cards in your discard pile. Put that many damage counters on the Defending Pokemon. You can't put more than 6 damage counters on the Defending Pokemon in this way."
"ex5-2","Claydol","Pokemon","Stage 1","80","Psychic","1","Rare Holo","Muddy Eye: Cost=[], Damage=10×, Text=Does 10 damage times the number of basic Energy cards attached to Claydol and the Defending Pokemon."
"ex5-3","Crobat","Pokemon","Stage 2","90","Grass","","Rare Holo","Flutter Trick: Cost=[], Damage=20, Text=Flip a coin. If heads, look at your opponent's hand and choose 1 card. Your opponent discards the card you chose. | Triple Poison: Cost=[], Damage=10, Text=The Defending Pokemon is now Poisoned. Put 3 damage counters instead of 1 on the Defending Pokemon between turns."
"ex5-4","Dark Celebi","Pokemon","Basic","70","Grass, Darkness","1","Rare Holo","Dark Provide: Cost=[], Damage=, Text=Attach up to 1 Grass or Darkness Energy card from your hand to your Pokemon. | Leaf Poison: Cost=[], Damage=20, Text=The Defending Pokemon is now Poisoned."
"ex5-5","Electrode","Pokemon","Stage 1","70","Lightning","1","Rare Holo","Swift: Cost=[], Damage=30, Text=This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon. | Mass Destruction: Cost=[], Damage=, Text=Both Electrode and the Defending Pokemon are now Knocked Out. If Electrode has any Special Energy cards attached to it, this attack does nothing."
"ex5-6","Exploud","Pokemon","Stage 2","120","Colorless","2","Rare Holo","Breaking Sound: Cost=[], Damage=, Text=Does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Bass Control: Cost=[], Damage=, Text=Does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Thunderous Roar: Cost=[], Damage=30, Text=The Defending Pokemon is now Confused. | Hyper Voice: Cost=[], Damage=60, Text="
"ex5-7","Heracross","Pokemon","Basic","70","Grass","1","Rare Holo","Extra Draw: Cost=[], Damage=, Text=If your opponent has any Pokemon-ex in play, search your deck for up to 2 Grass Energy cards and attach them to Heracross. Shuffle your deck afterward. | Sonicboom: Cost=[], Damage=50, Text=This attack's damage isn't affected by Weakness or Resistance."
"ex5-8","Jirachi","Pokemon","Basic","70","Psychic, Metal","1","Rare Holo","Make a Wish: Cost=[], Damage=, Text=Search your deck for a card that evolves from 1 of your Pokemon and put it on that Pokemon. (This counts as evolving that Pokemon.) If you do, put 1 damage counter on Jirachi. Shuffle your deck afterward. | Mind Bend: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ex5-9","Machamp","Pokemon","Stage 2","120","Fighting","2","Rare Holo","Brick Smash: Cost=[], Damage=40, Text=This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon. | Cross Chop: Cost=[], Damage=60+, Text=Flip a coin. If heads, this attack does 60 damage plus 30 more damage."
"ex5-10","Medicham","Pokemon","Stage 1","80","Fighting","1","Rare Holo","Meditate: Cost=[], Damage=20+, Text=Does 20 damage plus 10 more damage for each damage counter on the Defending Pokemon. | Chakra Points: Cost=[], Damage=10+, Text=Does 10 damage plus 10 more damage for each card in your opponent's hand."
